Timestamp,Price

00:17:22,155.0
00:17:45,155.0
00:18:04,155.0
00:21:41,108.97
00:21:58,108.97
00:22:17,108.97
00:25:50,108.97
00:26:09,108.97
00:26:28,108.97
